index,pred
50000,55.37385096915625
50001,43.26154531288856
50002,173.1542090388377
50003,145.43944599911106
50004,28.707712850493337
50005,37.2035531607763
50006,32.3657190862317
50007,134.07995520609495
50008,114.94501225905894
50009,139.64997395414338
50010,179.85736191315772
50011,133.1006701327406
50012,77.21578002803766
50013,120.33866060593544
50014,111.5234049784471
50015,41.43012427355836
50016,63.04998931229549
50017,101.0764683203776
50018,109.9873060288131
50019,138.28084622051347
50020,183.1123352113152
50021,35.25201211841024
50022,53.14512382283991
50023,46.66376001072218
50024,32.20789222869713
50025,117.96444202691244
50026,147.90535332161792
50027,147.57058368170638
50028,143.13738518112717
50029,105.35142894140752
50030,127.01086696800438
50031,15.794577109520516
50032,100.34996133524312
50033,118.0055294401115
50034,126.56768827611552
50035,66.98290812171768
50036,193.67566999160545
50037,116.10356528555876
50038,22.11557163810326
50039,123.0921843313089
50040,43.707002346731976
50041,160.76966958831963
50042,77.16361169371582
50043,168.28371126708134
50044,124.36611518347932
50045,22.877775940360063
50046,180.81469762049895
50047,14.379355993067083
50048,30.118006858063424
50049,36.694431441538526
50050,121.39165336844036
50051,104.98025311371788
50052,131.2785694578017
50053,43.92736886729895
50054,113.21423434391538
50055,78.10489582227669
50056,109.59919328827468
50057,32.08760769819454
50058,141.14638511275194
50059,195.87348202478543
50060,188.51230419842605
50061,56.25470508459864
50062,76.1251783588201
50063,139.13647473729125
50064,173.44624914598214
50065,132.3919868635858
50066,106.62019063739642
50067,109.52820048088384
50068,138.84041427319102
50069,20.551760981605888
50070,169.34566654552037
50071,58.76826436667452
50072,156.16209379856852
50073,171.87219334976655
50074,55.08884498985913
50075,31.51805775831205
50076,99.66360443054036
50077,109.14433831850492
50078,131.34979387266017
50079,32.76293067996782
50080,19.49809248284479
50081,23.51868470017225
50082,35.773408814592166
50083,28.84600048597652
50084,115.10132968292348
50085,166.95024988967268
50086,23.568035862945703
50087,74.07750135972664
50088,43.99346601456572
50089,120.00607109270037
50090,109.74214876892374
50091,52.00794922981222
50092,63.48982251371961
50093,142.1844564526479
50094,56.77732288096122
50095,172.42325617719166
50096,138.07140296013327
50097,63.85923108881882
50098,43.67304233150573
50099,69.69606895549056
50100,139.2949313921987
50101,38.19982872320791
50102,140.7531343061794
50103,140.84532560234237
50104,133.6108782440559
50105,67.18749103625947
50106,131.71111137396488
50107,61.456252090706
50108,117.78637105301804
50109,101.79631706392352
50110,109.77239612464624
50111,112.84840712579796
50112,32.573737320860936
50113,33.153691034490926
50114,30.351864188654915
50115,9.892701917663024
50116,128.57984765286142
50117,126.52253937917874
50118,146.82428127150538
50119,7.390107331756325
50120,155.12862141671943
50121,119.8909256658553
50122,147.66963067358606
50123,46.61206719969557
50124,152.242677207604
50125,129.45432002791608
50126,173.2416751689247
50127,99.44452503398936
50128,24.987239128059603
50129,33.16959303166555
50130,148.38207463234454
50131,30.507120416604547
50132,188.69318637528076
50133,126.2906619565569
50134,114.6671309553977
50135,131.0444883910178
50136,169.22883312488577
50137,36.06418950505262
50138,132.63522786258685
50139,45.51554953229922
50140,143.7100617601026
50141,38.949324171225726
50142,140.957012384187
50143,137.67532858060105
50144,109.30875305942648
50145,75.35319046997542
50146,149.40844729101764
50147,41.97667993106602
50148,104.17403209900988
50149,42.75415708272311
50150,144.17163932094198
50151,57.400870474244925
50152,54.956730360763416
50153,77.02745550042974
50154,148.0826423443594
50155,103.71089318517312
50156,50.13020895203637
50157,142.26183481680238
50158,20.69243171557707
50159,144.52590850074964
50160,41.37539314361317
50161,34.76081287509634
50162,129.27263591386958
50163,53.35563446117461
50164,49.62908338877958
50165,91.82188095691129
50166,47.13609828450015
50167,30.80058028452382
50168,49.08182288285494
50169,38.12703552264507
50170,40.52550825354
50171,122.76412414610547
50172,163.11499566786995
50173,43.092397647478826
50174,36.75899325031972
50175,132.7783358793859
50176,136.58803536744108
50177,19.37799464907048
50178,157.18376049293667
50179,24.02034756518377
50180,127.45870138721332
50181,84.56111753093779
50182,37.95117042401761
50183,58.59076935022918
50184,82.94449655059671
50185,47.94672050046361
50186,16.11432481930073
50187,110.11836773101898
50188,26.38801672321588
50189,33.87057638729669
50190,109.06518057861902
50191,116.04219763690476
50192,41.647898802264
50193,73.02804308686297
50194,19.105488343347407
50195,73.93511261648653
50196,167.87999822579013
50197,23.63615027707858
50198,38.79061068659757
50199,98.46329101879924
50200,96.31403528716716
50201,137.0927401528638
50202,123.33564086794296
50203,174.2173756405504
50204,166.48918398018384
50205,163.81445217424366
50206,192.1793188568978
50207,33.9518992043553
50208,141.38767881301305
50209,189.3871890774508
50210,189.00401338546817
50211,125.19071742354208
50212,107.91992669435726
50213,110.67172041931109
50214,165.56171921026302
50215,91.23956939765075
50216,110.7165350607574
50217,21.704468843476334
50218,31.966093060362063
50219,122.10940176398096
50220,108.7622260250915
50221,148.79715426034272
50222,126.11437800287358
50223,172.46653316460018
50224,118.49656087681596
50225,51.63340390027298
50226,48.677261865815446
50227,34.53679341475139
50228,104.6688572303559
50229,22.659453099171586
50230,9.895924592838318
50231,153.1126760612521
50232,56.42126019871192
50233,39.53836201960037
50234,51.5545540963959
50235,123.37035529562075
50236,44.56838333044288
50237,40.89359273230021
50238,175.19576355782598
50239,18.871983250036603
50240,66.84414209927033
50241,114.091003326296
50242,32.24203843281995
50243,145.988708746098
50244,30.74944260531806
50245,113.70596514777242
50246,24.16497884571207
50247,123.39758863527535
50248,196.60126701958797
50249,154.6686462572751
50250,119.05022871475012
50251,184.27239130580327
50252,120.60620024209818
50253,41.37689237588952
50254,65.42111026413804
50255,45.864615563455736
50256,127.97362371974135
50257,160.08966721028176
50258,132.87261794623385
50259,88.50198145414191
50260,215.99258430910515
50261,47.38877330491406
50262,43.84494466837872
50263,136.21129661545908
50264,135.03124233378648
50265,191.7557144337673
50266,140.8552314826244
50267,92.0187686249708
50268,139.60163874290393
50269,15.91947985512821
50270,54.80467036242541
50271,55.6281860214535
50272,118.29514643326864
50273,95.8813220167043
50274,39.2247973546218
50275,25.29963295610073
50276,48.355900985874655
50277,46.29241813335905
50278,185.92539916424283
50279,97.87542216153206
50280,42.54960288602466
50281,178.99418845720527
50282,122.55598574291538
50283,133.300925618831
50284,129.1659739888009
50285,134.01162182268368
50286,41.50579573093028
50287,108.79259371874348
50288,114.29707677410038
50289,129.64078563734063
50290,133.51976697289408
50291,71.54188594975612
50292,148.4849706017489
50293,29.778651700561067
50294,158.45922411443638
50295,136.58131769549436
50296,98.55958420280642
50297,30.85654934315277
50298,114.32912865423044
50299,50.32547726204658
50300,93.83059336528126
50301,23.19865763275825
50302,27.583298840648165
50303,132.13413696690833
50304,122.8520048249888
50305,114.41237551006247
50306,119.79911958424827
50307,353.1656744749363
50308,33.55912360285628
50309,126.14585535609666
50310,39.88698000190669
50311,173.8964261100506
50312,48.76242011055524
50313,49.828642580628205
50314,145.3508989012633
50315,99.76178167081882
50316,94.86729627547952
50317,147.89437048050743
50318,179.0245271946466
50319,164.2036359260599
50320,122.6381349327186
50321,128.22812387178982
50322,128.72425604936714
50323,95.49310323353605
50324,130.2071851723979
50325,182.78733957209067
50326,109.14472752913912
50327,145.83967751409818
50328,100.3334505902914
50329,137.56185086988532
50330,70.34209863598159
50331,40.28794980870907
50332,48.62098842446099
50333,152.45283790129022
50334,242.17959939960795
50335,29.483486171620267
50336,113.6564553697332
50337,37.33562309588515
50338,39.47997084206449
50339,154.95288689037858
50340,114.79278971531583
50341,57.31357664030239
50342,20.96128063477449
50343,90.48487372012217
50344,43.37939153596769
50345,177.17235911508857
50346,86.75519060897193
50347,180.442450696723
50348,115.7004268454058
50349,21.69560107579103
50350,130.89874868409962
50351,40.81580227448759
50352,134.72099618607666
50353,142.56791838517506
50354,46.18926651844028
50355,135.47480316509402
50356,59.59025582404656
50357,123.58081964502996
50358,146.5284342099397
50359,208.85114531048265
50360,137.1645268622693
50361,102.38954705924388
50362,141.11487212921992
50363,118.67545659330465
50364,55.44456500863791
50365,53.295775239984295
50366,156.90541655796434
50367,33.630328277427616
50368,34.630885960958146
50369,81.90181774520303
50370,160.9554505343682
50371,42.640461576737
50372,43.99977859380197
50373,29.45634162281361
50374,158.5520520022734
50375,51.989695013583926
50376,29.97379924661982
50377,139.9112811438464
50378,23.009900435100263
50379,144.73502776439022
50380,124.53733288269363
50381,126.58345909992632
50382,223.6406350620507
50383,115.52173736728211
50384,41.09002507998992
50385,63.64917706950566
50386,44.49182664291999
50387,101.63480305628065
50388,65.95084211643469
50389,145.68587231681786
50390,93.97363175616604
50391,141.4753298083541
50392,114.89761563044446
50393,126.35517403569206
50394,26.25345331446896
50395,25.60857419607757
50396,147.3481990101242
50397,139.62788018021377
50398,160.03648712127205
50399,56.26198609538825
50400,20.63774206523587
50401,149.57671411943466
50402,137.61930866591987
50403,123.70095436707614
50404,129.25255945076867
50405,130.0082861986367
50406,104.12339834372564
50407,145.08191435678168
50408,63.55245874570476
50409,117.36357159786937
50410,154.08375959351574
50411,103.98733775266696
50412,175.42442682283655
50413,57.58510385419792
50414,56.47573051093837
50415,37.233245672355125
50416,108.20455990488112
50417,173.6705981016827
50418,28.97644663754993
50419,47.5222437445624
50420,59.74975881203196
50421,37.8793776158215
50422,118.00217567994468
50423,220.7669425608488
50424,131.61307105160628
50425,160.61158547846614
50426,32.29772315102935
50427,24.837532627934824
50428,57.525491538148266
50429,33.95074527184928
50430,107.68975918618308
50431,127.32219198929036
50432,118.52471580567162
50433,101.72471382229558
50434,124.5181121158298
50435,131.95750868214418
50436,129.57472120009086
50437,146.9611913127174
50438,40.77991124957512
50439,102.66888811003442
50440,16.274433269978832
50441,145.2889320838622
50442,178.6717535064393
50443,144.22287749448674
50444,228.45351659520264
50445,170.07149250123075
50446,109.4077320789446
50447,118.60559904495946
50448,24.85772187183929
50449,170.71192423362874
50450,144.37048633592494
50451,38.69380050468249
50452,40.55594484201222
50453,38.02171894829013
50454,35.6808818873598
50455,37.52508745211601
50456,46.53087265893328
50457,122.10367969536902
50458,149.58465568307523
50459,103.9316422046984
50460,130.8955211872917
50461,37.82934802356756
50462,122.408280462883
50463,174.47761901640737
50464,120.2880999985546
50465,148.61726874226002
50466,51.42108126102444
50467,32.562988929499575
50468,156.6164920893836
50469,335.6381726144043
50470,22.87360316192221
50471,36.62445657770947
50472,71.30229282933117
50473,21.451754119987847
50474,120.30355214489477
50475,61.01182225836503
50476,152.29433114506588
50477,179.6891813192712
50478,129.6239995091846
50479,176.86540379014994
50480,29.06634739171428
50481,10.589225642277942
50482,28.482518185047144
50483,189.6721478927067
50484,118.48875337440246
50485,39.49869467496416
50486,148.23617477913697
50487,26.246165272947245
50488,27.99617093915812
50489,153.8333354500581
50490,41.38724192857421
50491,83.16384628518654
50492,187.2484370293338
50493,121.88826951977327
50494,279.2459510031825
50495,166.98852153797984
50496,36.35474850133335
50497,174.34093985989125
50498,173.04538847258505
50499,96.34961229155576
50500,26.99696004868217
50501,69.42168462725505
50502,70.8211663385023
50503,125.44431036904705
50504,84.732741834758
50505,144.6162393924796
50506,245.605762297239
50507,45.34024214446203
50508,45.21741620751489
50509,108.78758064832274
50510,54.1940487704027
50511,135.50351541642368
50512,51.28495381401838
50513,117.80672551476292
50514,30.2518041757115
50515,130.87491005791648
50516,108.49912982833764
50517,42.38888248829417
50518,119.63783700679028
50519,120.6705338230648
50520,137.90577208027062
